Year,Geography Level,NAME,FIPS,Value Type,Source,Dataset,Values,Role
2016,Region,Puget Sound Region,53033-53035-53053-53061,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,78422.0,Benchmark
2012,National,United States,00,NETMIG,Census-County-State-US,PEP_Vintage_2020,858736.0,Benchmark
2024,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,-111.0,Benchmark
2019,State,Washington,53,NETMIG,Census-County-State-US,PEP_Vintage_2020,59396.0,Benchmark
2023,Metropolitan Statistical Area,Seattle MSA,42660,RNETMIG,Census-CBSA,PEP_Vintage_2025,11.294408428,Benchmark
2002,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP City and Town Intercensal Datasets: 2000-2010,5902.0,Focus
1985,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,2421578.844560276,Benchmark
1996,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,2544.5717439407144,Broad
2012,County or Equivalent,Pierce County,53053,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,3.1413612565,Broad
2008,National,United States,00,NATURALCHG,Moodys-US,Moodys,1842619.8403925642,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,NPOPCHG,Census-CBSA,PEP_Vintage_2020,48739.0,Benchmark
2025,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Census-CBSA,PEP_Vintage_2025,389.0,Benchmark
1999,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,3019650.993459932,Benchmark
1989,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,21556.762503801237,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Census-CBSA,PEP_Vintage_2020,20466.0,Benchmark
2018,National,United States,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,3.0560141737,Benchmark
2021,National,United States,00,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,332100166.0,Benchmark
2012,County or Equivalent,Pierce County,53053,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,-29.0,Broad
1999,National,United States,00,RESIDUAL,Moodys-US,Moodys,78149.494677087,Benchmark
1997,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,32159.892093617862,Benchmark
2001,State,Washington,53,NATURALCHG,Moodys-State,Moodys,36206.929699951295,Benchmark
1999,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,15619.263240617996,Benchmark
1993,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-19355.37924202588,Benchmark
2023,National,United States,00,RBIRTH,Census-County-State-US,PEP_Vintage_2025,10.880025713,Benchmark
1999,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,19753.146041838627,Benchmark
2025,State,Washington,53,DEATHS,Census-County-State-US,PEP_Vintage_2025,-66138.0,Benchmark
2017,State,Washington,53,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,266.0,Benchmark
2012,National,United States,00,RNETMIG,Census-County-State-US,PEP_Vintage_2020,2.7459291744,Benchmark
1982,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,4123.815915893162,Broad
2021,National,United States,00,RDEATH,Census-County-State-US,PEP_Vintage_2025,10.361716378,Benchmark
1999,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Moodys-CBSA,Moodys,16989.707812690154,Benchmark
2022,County or Equivalent,Pierce County,53053,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,-330.0,Broad
2001,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,3327440.000000001,Benchmark
2011,National,United States,00,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,311583481.0,Benchmark
2018,State,Washington,53,RNETMIG,Census-County-State-US,PEP_Vintage_2020,9.2044370669,Benchmark
2019,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,30.0,Broad
2016,National,United States,00,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2022,Metropolitan Statistical Area,Seattle MSA,42660,RBIRTH,Census-CBSA,PEP_Vintage_2025,34.11338413,Benchmark
2007,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,772484.0,Broad
1998,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,20732.636971422013,Benchmark
2025,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Census-CBSA,PEP_Vintage_2025,4161883.0,Benchmark
2024,State,Washington,53,BIRTHS,Census-County-State-US,PEP_Vintage_2025,82149.0,Benchmark
1983,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,378287.4712260281,Benchmark
2019,County or Equivalent,Pierce County,53053,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,1.2584204768,Broad
2022,National,United States,00,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
2019,National,United States,00,BIRTHS,Census-County-State-US,PEP_Vintage_2020,3770397.0,Benchmark
1983,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-194.12890937792486,Broad
1989,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Moodys-CBSA,Moodys,15124.694638033603,Benchmark
2025,National,United States,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,1262202.0,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Census-CBSA,PEP_Vintage_2020,-25526.0,Benchmark
1995,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-21063.613579831,Benchmark
2018,National,United States,00,RBIRTH,Census-County-State-US,PEP_Vintage_2020,11.76598281,Benchmark
1997,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,42396.755091461586,Benchmark
2000,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,43887.692332536266,Benchmark
1994,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,5375161.132812498,Benchmark
2023,County or Equivalent,Pierce County,53053,RNETMIG,Census-County-State-US,PEP_Vintage_2025,1.586990764,Broad
2007,Region,Puget Sound Region,53033-53035-53053-53061,DOMESTICMIG,Moodys-County,Moodys,9837.47938489039,Benchmark
2022,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,-3101.0,Benchmark
2015,State,Washington,53,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,33108.0,Benchmark
1990,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,590518.9828237576,Broad
2014,Region,Puget Sound Region,53033-53035-53053-53061,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,15012.0,Benchmark
2015,State,Washington,53,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.5722585695,Benchmark
2017,Region,Puget Sound Region,53033-53035-53053-53061,NETMIG,Census-County-State-US,PEP_Vintage_2020,49838.0,Benchmark
2002,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,583.7218701142242,Broad
2020,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,214.0,Broad
1983,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,2188096.563516369,Benchmark
2000,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,1415600.0274481117,Benchmark
2014,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Census-CBSA,PEP_Vintage_2020,-23371.0,Benchmark
1986,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-872.8172424386062,Benchmark
1987,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,9566.47445654329,Broad
2015,County or Equivalent,Pierce County,53053,RBIRTH,Census-County-State-US,PEP_Vintage_2020,13.728200937,Broad
2022,National,United States,00,RNETMIG,Census-County-State-US,PEP_Vintage_2025,5.0206301198,Benchmark
2006,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Moodys-County,Moodys,17279.419470477835,Benchmark
1990,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,34111.45602249961,Benchmark
2013,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Census-CBSA,PEP_Vintage_2020,3613596.0,Benchmark
2015,National,United States,00,RDEATH,Census-County-State-US,PEP_Vintage_2020,8.4485026734,Benchmark
2021,State,Washington,53,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,17816.0,Benchmark
2022,County or Equivalent,Pierce County,53053,DEATHS,Census-County-State-US,PEP_Vintage_2025,-8567.0,Broad
1982,Region,Puget Sound Region,53033-53035-53053-53061,DOMESTICMIG,Moodys-County,Moodys,-606.0160106090138,Benchmark
2012,County or Equivalent,Pierce County,53053,DEATHS,Census-County-State-US,PEP_Vintage_2020,-5723.0,Broad
1997,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,18567.557686986533,Benchmark
1994,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-4648.196946883403,Broad
1989,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-17633.495410235468,Benchmark
2004,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-780.0,Benchmark
2017,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,50.0,Broad
1985,State,Washington,53,BIRTHS,Moodys-State,Moodys,69978.0007322675,Benchmark
2025,National,United States,00,DEATHS,Census-County-State-US,PEP_Vintage_2025,-3101603.0,Benchmark
2010,National,United States,00,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,309327143.0,Benchmark
2023,County or Equivalent,Pierce County,53053,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,-2.525198186,Broad
2024,Metropolitan Statistical Area,Seattle MSA,42660,BIRTHS,Census-CBSA,PEP_Vintage_2025,43119.0,Benchmark
1982,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-3650.609630257113,Broad
2011,Region,Puget Sound Region,53033-53035-53053-53061,RBIRTH,Census-County-State-US,PEP_Vintage_2020,50.214917166999996,Benchmark
1997,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-252.23399114340938,Broad
2007,State,Washington,53,DEATHS,Moodys-State,Moodys,-46448.27288704047,Benchmark
1995,County or Equivalent,Pierce County,53053,INTERNATIONALMIG,Moodys-County,Moodys,2656.8862985858555,Broad
2017,County or Equivalent,Pierce County,53053,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,16741.0,Broad
2012,Region,Puget Sound Region,53033-53035-53053-53061,NETMIG,Census-County-State-US,PEP_Vintage_2020,31933.0,Benchmark
1997,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,39766.419337985106,Benchmark
2021,Metropolitan Statistical Area,Seattle MSA,42660,NETMIG,Census-CBSA,PEP_Vintage_2025,-25925.0,Benchmark
2017,National,United States,00,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,1101981.0,Benchmark
2004,National,United States,00,DEATHS,Moodys-US,Moodys,-2448203.9914875594,Benchmark
1989,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-1014.7278017244262,Benchmark
1998,County or Equivalent,Pierce County,53053,NATURALCHG,Moodys-County,Moodys,5416.410413432722,Broad
1981,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-874.557395651796,Benchmark
2012,Region,Puget Sound Region,53033-53035-53053-53061,RDEATH,Census-County-State-US,PEP_Vintage_2020,27.071536807,Benchmark
2004,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Moodys-County,Moodys,-1010.0,Benchmark
2023,State,Washington,53,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,7.1301475929,Benchmark
2012,County or Equivalent,Pierce County,53053,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,-0.035725285,Broad
2016,State,Washington,53,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,7299961.0,Benchmark
2019,National,United States,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,1491754.0,Benchmark
2019,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Census-County-State-US,PEP_Vintage_2020,-28882.0,Benchmark
2010,State,Washington,53,GQESTIMATESBASE,Census-County-State-US,PEP_Vintage_2020,139375.0,Benchmark
2021,State,Washington,53,DEATHS,Census-County-State-US,PEP_Vintage_2025,-64741.0,Benchmark
1983,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Moodys-County,Moodys,20244.608012961606,Benchmark
2002,County or Equivalent,Pierce County,53053,DEATHS,Moodys-County,Moodys,-5477.40846213194,Broad
2003,National,United States,00,RESIDUAL,Moodys-US,Moodys,69424.35574127502,Benchmark
1987,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-893.7499156862555,Benchmark
2023,National,United States,00,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,494611.0,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Census-CBSA,PEP_Vintage_2020,3937546.0,Benchmark
2016,State,Washington,53,RBIRTH,Census-County-State-US,PEP_Vintage_2020,12.505211772,Benchmark
2024,State,Washington,53,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,71161.0,Benchmark
1981,National,United States,00,POPESTIMATE,Moodys-US,Moodys,229507768.19637826,Benchmark
2005,National,United States,00,NATURALCHG,Moodys-US,Moodys,1686636.852039049,Benchmark
2008,National,United States,00,BIRTHS,Moodys-US,Moodys,4279721.5288560055,Benchmark
2021,County or Equivalent,Pierce County,53053,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,0.934430524,Broad
2019,National,United States,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,2.8179483303,Benchmark
2018,Metropolitan Statistical Area,Seattle MSA,42660,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,7004.0,Benchmark
1993,County or Equivalent,Pierce County,53053,NATURALCHG,Moodys-County,Moodys,5574.057039773036,Broad
1987,National,United States,00,BIRTHS,Moodys-US,Moodys,3782889.7718070187,Benchmark
1981,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,9518.775738031109,Broad
1981,Metropolitan Statistical Area,Seattle MSA,42660,BIRTHS,Moodys-CBSA,Moodys,34770.14398534173,Benchmark
1989,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Moodys-County,Moodys,28100.917868973538,Benchmark
1999,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-2216.0000000000005,Benchmark
1981,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,4790.577835798801,Broad
2022,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Census-CBSA,PEP_Vintage_2025,-30620.0,Benchmark
2024,Region,Puget Sound Region,53033-53035-53053-53061,NETMIG,Census-County-State-US,PEP_Vintage_2025,45332.0,Benchmark
2012,State,Washington,53,RNETMIG,Census-County-State-US,PEP_Vintage_2020,4.9814666651,Benchmark
1994,National,United States,00,NATURALCHG,Moodys-US,Moodys,1706565.9716413347,Benchmark
2025,Metropolitan Statistical Area,Seattle MSA,42660,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,37353.0,Benchmark
2022,Region,Puget Sound Region,53033-53035-53053-53061,RBIRTH,Census-County-State-US,PEP_Vintage_2025,44.523006,Benchmark
2001,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,10171.810248538202,Broad
2018,State,Washington,53,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,45220.0,Benchmark
2001,National,United States,00,INTERNATIONALMIG,Moodys-US,Moodys,1099194.7413065876,Benchmark
1998,Metropolitan Statistical Area,Seattle MSA,42660,RESIDUAL,Moodys-CBSA,Moodys,-1129.6401848750231,Benchmark
2012,Metropolitan Statistical Area,Seattle MSA,42660,RNETMIG,Census-CBSA,PEP_Vintage_2020,23.5458723682,Benchmark
2009,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,46537.18569099105,Benchmark
2015,National,United States,00,RBIRTH,Census-County-State-US,PEP_Vintage_2020,12.493249309,Benchmark
2017,County or Equivalent,Pierce County,53053,BIRTHS,Census-County-State-US,PEP_Vintage_2020,11484.0,Broad
2021,County or Equivalent,Pierce County,53053,RDEATH,Census-County-State-US,PEP_Vintage_2025,8.339657394,Broad
2023,Metropolitan Statistical Area,Seattle MSA,42660,BIRTHS,Census-CBSA,PEP_Vintage_2025,43205.0,Benchmark
2024,State,Washington,53,RNETMIG,Census-County-State-US,PEP_Vintage_2025,9.2459934166,Benchmark
2016,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Census-CBSA,PEP_Vintage_2020,3819753.0,Benchmark
2013,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Census-County-State-US,PEP_Vintage_2020,48337.0,Benchmark
2011,Region,Puget Sound Region,53033-53035-53053-53061,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,18.904565595,Benchmark
2010,Region,Puget Sound Region,53033-53035-53053-53061,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,25672.0,Benchmark
2017,State,Washington,53,BIRTHS,Census-County-State-US,PEP_Vintage_2020,88947.0,Benchmark
2012,County or Equivalent,Pierce County,53053,BIRTHS,Census-County-State-US,PEP_Vintage_2020,11444.0,Broad
2025,County or Equivalent,Pierce County,53053,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,22654.0,Broad
1986,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Moodys-County,Moodys,38870.6662805962,Benchmark
2023,County or Equivalent,Pierce County,53053,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,2.900696339,Broad
2002,National,United States,00,DEATHS,Moodys-US,Moodys,-2429080.9438479412,Benchmark
2004,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,14690.99999999922,Benchmark
1998,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-20242.667466839972,Benchmark
2021,Metropolitan Statistical Area,Seattle MSA,42660,RBIRTH,Census-CBSA,PEP_Vintage_2025,33.48221579,Benchmark
2024,National,United States,00,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,514277.0,Benchmark
1990,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,2770685.978297699,Benchmark
2018,County or Equivalent,Pierce County,53053,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,14206.0,Broad
2000,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-2240.999999999999,Benchmark
2011,State,Washington,53,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,4.031542565,Benchmark
2010,State,Washington,53,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,-301.0,Benchmark
2009,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,796483.0000000001,Broad
2020,State,Washington,53,GQESTIMATESBASE,Census-County-State-US,PEP_Vintage_2025,162468.0,Benchmark
2002,National,United States,00,NATURALCHG,Moodys-US,Moodys,1576059.3551461643,Benchmark
2012,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Census-County-State-US,PEP_Vintage_2020,3814133.0,Benchmark
2015,Region,Puget Sound Region,53033-53035-53053-53061,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,20162.0,Benchmark
2024,Place,"Fife, WA",5323795,POPESTIMATE,Census-Place,PEP_Vintage_2025,10977.0,Focus
1981,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-15302.813830654291,Benchmark
1991,County or Equivalent,Pierce County,53053,RESIDUAL,Moodys-County,Moodys,-229.3587253440395,Broad
2021,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,967.0,Broad
2025,National,United States,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
1984,Metropolitan Statistical Area,Seattle MSA,42660,BIRTHS,Moodys-CBSA,Moodys,33932.42025195666,Benchmark
2015,Metropolitan Statistical Area,Seattle MSA,42660,NPOPCHG,Census-CBSA,PEP_Vintage_2020,64946.0,Benchmark
2014,National,United States,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,4.3526049478,Benchmark
1992,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-18052.729237367523,Benchmark
2024,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,2676.0,Broad
2012,Region,Puget Sound Region,53033-53035-53053-53061,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,55406.0,Benchmark
1981,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-16382.724409903543,Benchmark
1997,State,Washington,53,DEATHS,Moodys-State,Moodys,-43019.246199440335,Benchmark
2020,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,4303625.0,Benchmark
2012,State,Washington,53,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.2022029891,Benchmark
2019,State,Washington,53,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,87231.0,Benchmark
2025,National,United States,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,1.5220493828,Benchmark
1991,State,Washington,53,NATURALCHG,Moodys-State,Moodys,42440.97973333027,Benchmark
2015,National,United States,00,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,0.0,Benchmark
2000,State,Washington,53,DOMESTICMIG,Moodys-State,Moodys,13960.46491809934,Benchmark
2002,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-2186.9999999999995,Benchmark
2025,County or Equivalent,Pierce County,53053,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,94.0,Broad
2023,State,Washington,53,DEATHS,Census-County-State-US,PEP_Vintage_2025,-67733.0,Benchmark
1987,County or Equivalent,Pierce County,53053,DOMESTICMIG,Moodys-County,Moodys,4666.011518106354,Broad
2020,State,Washington,53,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,7726812.0,Benchmark
2022,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Census-CBSA,PEP_Vintage_2025,4034138.0,Benchmark
1993,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,10223.813796141101,Broad
2006,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,22507.053007073242,Benchmark
1998,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,31812.52124925109,Benchmark
1999,National,United States,00,POPESTIMATE,Moodys-US,Moodys,279101505.7223796,Benchmark
2013,County or Equivalent,Pierce County,53053,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,5104.0,Broad
2017,State,Washington,53,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,8.7379663865,Benchmark
2022,Region,Puget Sound Region,53033-53035-53053-53061,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,10.560753289,Benchmark
2021,National,United States,00,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,1.1331574861,Benchmark
2012,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Census-County-State-US,PEP_Vintage_2020,47857.0,Benchmark
1991,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,604759.0346663214,Broad
2001,State,Washington,53,POPESTIMATE,Moodys-State,Moodys,5985722.000000001,Benchmark
2025,State,Washington,53,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,73062.0,Benchmark
2011,National,United States,00,BIRTHS,Census-County-State-US,PEP_Vintage_2020,3973485.0,Benchmark
1999,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-20854.05159019552,Benchmark
1999,Region,Puget Sound Region,53033-53035-53053-53061,DEATHS,Moodys-County,Moodys,-22497.78070532421,Benchmark
2006,State,Washington,53,INTERNATIONALMIG,Moodys-State,Moodys,26597.01278700138,Benchmark
2010,State,Washington,53,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,41548.0,Benchmark
2010,Region,Puget Sound Region,53033-53035-53053-53061,BIRTHS,Census-County-State-US,PEP_Vintage_2020,48368.0,Benchmark
2005,National,United States,00,POPESTIMATE,Moodys-US,Moodys,295587610.0,Benchmark
2010,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Census-CBSA,PEP_Vintage_2020,24632.0,Benchmark
2022,Metropolitan Statistical Area,Seattle MSA,42660,NPOPCHG,Census-CBSA,PEP_Vintage_2025,16541.0,Benchmark
1992,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Moodys-CBSA,Moodys,2690857.932466496,Benchmark
1997,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,8796.289088387834,Broad
1983,National,United States,00,RESIDUAL,Moodys-US,Moodys,66040.62831037084,Benchmark
2018,State,Washington,53,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,6.0475792832,Benchmark
2011,National,United States,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,795295.0,Benchmark
2012,Metropolitan Statistical Area,Seattle MSA,42660,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,13.0095079306,Benchmark
2025,Metropolitan Statistical Area,Seattle MSA,42660,RDEATH,Census-CBSA,PEP_Vintage_2025,22.311500469,Benchmark
2021,Metropolitan Statistical Area,Seattle MSA,42660,POPESTIMATE,Census-CBSA,PEP_Vintage_2025,4017597.0,Benchmark
2014,State,Washington,53,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.3131479573,Benchmark
2011,Region,Puget Sound Region,53033-53035-53053-53061,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,66.0,Benchmark
1984,Metropolitan Statistical Area,Seattle MSA,42660,DEATHS,Moodys-CBSA,Moodys,-16163.624402953319,Benchmark
2012,Region,Puget Sound Region,53033-53035-53053-53061,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,18908.0,Benchmark
1989,Region,Puget Sound Region,53033-53035-53053-53061,POPESTIMATE,Moodys-County,Moodys,2675679.267505865,Benchmark
2019,State,Washington,53,RNETMIG,Census-County-State-US,PEP_Vintage_2020,7.8458117551,Benchmark
2015,County or Equivalent,Pierce County,53053,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,6.1320251362,Broad
2013,National,United States,00,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,2.6978163801,Benchmark
2005,Metropolitan Statistical Area,Seattle MSA,42660,NATURALCHG,Moodys-CBSA,Moodys,20426.550295302342,Benchmark
2012,County or Equivalent,Pierce County,53053,RDEATH,Census-County-State-US,PEP_Vintage_2020,7.0502001848,Broad
2021,State,Washington,53,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,2.3031287699,Benchmark
2001,State,Washington,53,RESIDUAL,Moodys-State,Moodys,-2270.000000000002,Benchmark
1996,County or Equivalent,Pierce County,53053,POPESTIMATE,Moodys-County,Moodys,656245.9625500365,Broad
2021,National,United States,00,DEATHS,Census-County-State-US,PEP_Vintage_2025,-3438423.0,Benchmark
2006,County or Equivalent,Pierce County,53053,BIRTHS,Moodys-County,Moodys,10922.587490136719,Broad
