Year,Geography Level,NAME,FIPS,Value Type,Source,Dataset,Values,Role
2005,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,14829.730836711436,Focus
2010,State,Texas,48,BIRTHS,Census-County-State-US,PEP_Vintage_2020,371192.0,Benchmark
2021,Metropolitan Statistical Area,Houston MSA,26420,RBIRTH,Census-CBSA,PEP_Vintage_2025,115.780378712,Peer
2023,Metropolitan Statistical Area,Austin MSA,12420,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2025,121.662111618,Broad
2010,County or Equivalent,Travis County,48453,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,23046.0,Focus
2019,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Census-CBSA,PEP_Vintage_2020,7092267.0,Peer
2017,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Census-CBSA,PEP_Vintage_2020,33069.0,Peer
2000,State,Texas,48,DEATHS,Moodys-State,Moodys,-148419.30019442405,Benchmark
2013,County or Equivalent,Travis County,48453,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,22926.0,Focus
2001,State,Texas,48,RESIDUAL,Moodys-State,Moodys,7609.9999999999945,Benchmark
2023,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Census-CBSA,PEP_Vintage_2025,50747.0,Peer
1982,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Moodys-CBSA,Moodys,436.2773831199294,Peer
1990,Metropolitan Statistical Area,San Antonio MSA,41700,DOMESTICMIG,Moodys-CBSA,Moodys,10681.93210093909,Peer
2018,National,US,00,BIRTHS,Census-County-State-US,PEP_Vintage_2020,3835477.0,Benchmark
1995,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Moodys-CBSA,Moodys,560.4141179515856,Peer
2011,Metropolitan Statistical Area,Austin MSA,12420,RNETMIG,Census-CBSA,PEP_Vintage_2020,78.1270290799,Broad
2017,County or Equivalent,Travis County,48453,DEATHS,Census-County-State-US,PEP_Vintage_2020,-5607.0,Focus
2018,Metropolitan Statistical Area,Houston MSA,26420,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,135.7062669259,Peer
2022,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Census-CBSA,PEP_Vintage_2025,741.0,Peer
2000,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,BIRTHS,Moodys-County,Moodys,8013.096084732282,Peer
1994,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Moodys-CBSA,Moodys,547.9477171563339,Peer
2004,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Moodys-CBSA,Moodys,-10201.36687499216,Peer
2023,State,Texas,48,RBIRTH,Census-County-State-US,PEP_Vintage_2025,12.831217927,Benchmark
2006,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Moodys-CBSA,Moodys,-30271.503975101114,Peer
2002,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Moodys-CBSA,Moodys,-1403.9999999999995,Peer
2011,State,Texas,48,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,403607.0,Benchmark
1987,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Moodys-County,Moodys,118.72350499411098,Peer
1987,Metropolitan Statistical Area,Austin MSA,12420,DOMESTICMIG,Moodys-CBSA,Moodys,-9686.966017749015,Broad
2022,Metropolitan Statistical Area,Austin MSA,12420,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2025,27.587311069000002,Broad
1984,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DOMESTICMIG,Moodys-County,Moodys,19111.708408910607,Peer
1993,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Moodys-CBSA,Moodys,14921.298326171476,Peer
1990,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Moodys-County,Moodys,122.78791300116993,Peer
2002,Metropolitan Statistical Area,Austin MSA,12420,NATURALCHG,Moodys-CBSA,Moodys,15899.109505233613,Broad
2008,Metropolitan Statistical Area,Houston MSA,26420,BIRTHS,Moodys-CBSA,Moodys,95971.08122400768,Peer
2019,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,BIRTHS,Census-County-State-US,PEP_Vintage_2020,12168.0,Peer
1989,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Moodys-County,Moodys,3639.169698876324,Focus
2021,State,Texas,48,RDEATH,Census-County-State-US,PEP_Vintage_2025,9.1813092025,Benchmark
1998,Metropolitan Statistical Area,Austin MSA,12420,POPESTIMATE,Moodys-CBSA,Moodys,1155579.0354251668,Broad
2024,National,US,00,RBIRTH,Census-County-State-US,PEP_Vintage_2025,10.663228136,Benchmark
2014,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,15.0750483343,Peer
2017,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,5345.0,Peer
2013,County or Equivalent,Travis County,48453,RDEATH,Census-County-State-US,PEP_Vintage_2020,4.6258579421,Focus
1998,County or Equivalent,Travis County,48453,DOMESTICMIG,Moodys-County,Moodys,5329.656470871571,Focus
2002,National,US,00,INTERNATIONALMIG,Moodys-US,Moodys,1013682.2660041114,Benchmark
2011,County or Equivalent,Travis County,48453,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,15791.0,Focus
2022,National,US,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2025,1896138.0,Benchmark
2016,County or Equivalent,Travis County,48453,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,8606.0,Focus
2013,Metropolitan Statistical Area,Houston MSA,26420,DEATHS,Census-CBSA,PEP_Vintage_2020,-36036.0,Peer
2018,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Census-CBSA,PEP_Vintage_2020,98125.0,Peer
2000,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Moodys-CBSA,Moodys,451.51551249805493,Broad
2021,Metropolitan Statistical Area,Houston MSA,26420,BIRTHS,Census-CBSA,PEP_Vintage_2025,90281.0,Peer
2003,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Moodys-County,Moodys,6254.370632474022,Focus
2021,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,306.59247832,Peer
1996,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DOMESTICMIG,Moodys-County,Moodys,19033.975024853644,Peer
1996,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Moodys-County,Moodys,-3143.525715862842,Peer
1989,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,25130.787808163273,Peer
2021,Metropolitan Statistical Area,Dallas MSA,19100,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2025,385.845962433,Peer
1990,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Moodys-CBSA,Moodys,48432.77321427134,Peer
1985,County or Equivalent,Travis County,48453,DOMESTICMIG,Moodys-County,Moodys,5448.571745621351,Focus
2021,State,Texas,48,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,199360.0,Benchmark
1988,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Moodys-CBSA,Moodys,-41115.93346330802,Peer
2011,Metropolitan Statistical Area,Houston MSA,26420,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,79412.0,Peer
2016,Metropolitan Statistical Area,Houston MSA,26420,BIRTHS,Census-CBSA,PEP_Vintage_2020,103101.0,Peer
2019,Metropolitan Statistical Area,Austin MSA,12420,RNETMIG,Census-CBSA,PEP_Vintage_2020,103.310059944,Broad
2019,County or Equivalent,Travis County,48453,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,13709.0,Focus
2019,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,8.300295977,Peer
1989,Metropolitan Statistical Area,Dallas MSA,19100,POPESTIMATE,Moodys-CBSA,Moodys,3917841.854478842,Peer
1993,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Moodys-CBSA,Moodys,68.4352921997932,Peer
2006,Metropolitan Statistical Area,Dallas MSA,19100,INTERNATIONALMIG,Moodys-CBSA,Moodys,39152.18656938987,Peer
2006,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Moodys-County,Moodys,-4255.751658419019,Peer
2015,Metropolitan Statistical Area,Dallas MSA,19100,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,172.74964418689999,Peer
1987,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,10504.484676699483,Focus
2014,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,8025.0,Broad
2015,State,Texas,48,RDEATH,Census-County-State-US,PEP_Vintage_2020,6.9016130568,Benchmark
1984,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,9248.560807941083,Focus
2021,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,3.2982580109999997,Peer
2014,Metropolitan Statistical Area,Houston MSA,26420,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,155.3713652065,Peer
2019,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Census-CBSA,PEP_Vintage_2020,-18579.0,Peer
2001,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,28560.58429876315,Peer
2018,State,Texas,48,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,69138.0,Benchmark
2013,National,US,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,4.2307586687,Benchmark
2011,County or Equivalent,Travis County,48453,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,4.1605044612,Focus
2009,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Moodys-County,Moodys,6098.327946866331,Focus
1983,National,US,00,POPESTIMATE,Moodys-US,Moodys,233835171.8093883,Benchmark
1987,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Moodys-County,Moodys,-2506.4816778046934,Peer
2007,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,3397.963696973351,Peer
2011,National,US,00,BIRTHS,Census-County-State-US,PEP_Vintage_2020,3973485.0,Benchmark
2002,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Moodys-County,Moodys,7159.981574509778,Focus
1985,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Moodys-County,Moodys,-2428.294025859967,Peer
2014,Metropolitan Statistical Area,Houston MSA,26420,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,67308.0,Peer
2022,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,GQESTIMATES,Census-County-State-US,PEP_Vintage_2025,19238.0,Peer
2020,National,US,00,DEATHS,Census-County-State-US,PEP_Vintage_2025,-3408096.0,Benchmark
2001,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Moodys-CBSA,Moodys,93771.35983537893,Peer
1984,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Moodys-CBSA,Moodys,252.60664118111498,Broad
2019,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RDEATH,Census-County-State-US,PEP_Vintage_2020,86.7796049672,Peer
2004,Metropolitan Statistical Area,San Antonio MSA,41700,BIRTHS,Moodys-CBSA,Moodys,30322.384243492652,Peer
2021,National,US,00,RDEATH,Census-County-State-US,PEP_Vintage_2025,10.361716378,Benchmark
2002,State,Texas,48,DEATHS,Moodys-State,Moodys,-155254.09295513216,Benchmark
2011,State,Texas,48,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,4.7387368044,Benchmark
1993,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,7444.535535904508,Peer
2020,State,Texas,48,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,29237895.0,Benchmark
1997,County or Equivalent,Travis County,48453,RESIDUAL,Moodys-County,Moodys,262.91329983293315,Focus
2018,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Census-CBSA,PEP_Vintage_2020,154.0,Peer
2019,State,Texas,48,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,6.0353029693,Benchmark
2001,National,US,00,INTERNATIONALMIG,Moodys-US,Moodys,1099194.7413065876,Benchmark
1988,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Moodys-CBSA,Moodys,3630974.428378661,Peer
2001,National,US,00,DEATHS,Moodys-US,Moodys,-2418896.3630183884,Benchmark
2016,County or Equivalent,Travis County,48453,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,10961.0,Focus
1993,State,Texas,48,INTERNATIONALMIG,Moodys-State,Moodys,146593.88385573737,Benchmark
2016,Metropolitan Statistical Area,Houston MSA,26420,RINTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,27.1125909143,Peer
2021,Metropolitan Statistical Area,San Antonio MSA,41700,RNATURALCHG,Census-CBSA,PEP_Vintage_2025,-6.105726533,Peer
2009,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Moodys-CBSA,Moodys,-133.99999999999994,Peer
2005,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Moodys-CBSA,Moodys,17141.8715089069,Peer
1992,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,35521.34163829609,Benchmark
2019,State,Texas,48,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,177.0,Benchmark
2012,County or Equivalent,Travis County,48453,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,835.0,Focus
2012,Metropolitan Statistical Area,Dallas MSA,19100,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,82.501279631,Peer
1988,National,US,00,BIRTHS,Moodys-US,Moodys,3850019.8853168534,Benchmark
2015,Metropolitan Statistical Area,Austin MSA,12420,RNATURALCHG,Census-CBSA,PEP_Vintage_2020,35.425743079,Broad
2013,State,Texas,48,DEATHS,Census-County-State-US,PEP_Vintage_2020,-178641.0,Benchmark
2023,State,Texas,48,DEATHS,Census-County-State-US,PEP_Vintage_2025,-231625.0,Benchmark
2020,Place,"Fountain, CO",0827865,POPESTIMATE,Census-Place,PEP_Vintage_2024,29887.0,Peer
1993,National,US,00,DOMESTICMIG,Moodys-US,Moodys,1369.0205336799531,Benchmark
1996,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Moodys-CBSA,Moodys,-11907.757408916439,Peer
2012,Metropolitan Statistical Area,Austin MSA,12420,NETMIG,Census-CBSA,PEP_Vintage_2020,36555.0,Broad
2021,Metropolitan Statistical Area,Houston MSA,26420,RNATURALCHG,Census-CBSA,PEP_Vintage_2025,21.256623687999998,Peer
2015,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Census-CBSA,PEP_Vintage_2020,239.0,Peer
2017,County or Equivalent,Travis County,48453,RESIDUAL,Census-County-State-US,PEP_Vintage_2020,65.0,Focus
1982,National,US,00,INTERNATIONALMIG,Moodys-US,Moodys,435122.261881027,Benchmark
2006,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Moodys-CBSA,Moodys,-863.0000000000015,Broad
2012,Metropolitan Statistical Area,Houston MSA,26420,NPOPCHG,Census-CBSA,PEP_Vintage_2020,127278.0,Peer
2002,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DOMESTICMIG,Moodys-County,Moodys,18947.452700657253,Peer
1984,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NATURALCHG,Moodys-County,Moodys,1971.1780142514467,Peer
2018,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Census-CBSA,PEP_Vintage_2020,-10960.0,Broad
2004,State,Texas,48,NATURALCHG,Moodys-State,Moodys,225416.12953384483,Benchmark
1982,County or Equivalent,Travis County,48453,RESIDUAL,Moodys-County,Moodys,160.57365846998647,Focus
1989,Metropolitan Statistical Area,San Antonio MSA,41700,RESIDUAL,Moodys-CBSA,Moodys,500.1735699404725,Peer
1998,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-5920.989181803432,Broad
1990,National,US,00,DEATHS,Moodys-US,Moodys,-2147678.6520584705,Benchmark
2012,Place,Austin City,4805000,POPESTIMATE,Census-Place,PEP_Vintage_2020,854656.0,Peer
1996,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,5429.347857963781,Peer
2018,Metropolitan Statistical Area,Dallas MSA,19100,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,83835.0,Peer
2020,County or Equivalent,Travis County,48453,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,-183.0,Focus
2008,State,Texas,48,NATURALCHG,Moodys-State,Moodys,245773.5213227207,Benchmark
2015,Metropolitan Statistical Area,Houston MSA,26420,RBIRTH,Census-CBSA,PEP_Vintage_2020,134.264620638,Peer
2013,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,4.257232162299999,Peer
2006,National,US,00,INTERNATIONALMIG,Moodys-US,Moodys,1031949.6886846363,Benchmark
2020,State,Texas,48,BIRTHS,Census-County-State-US,PEP_Vintage_2025,352420.0,Benchmark
2017,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,56872.0,Peer
2014,Metropolitan Statistical Area,San Antonio MSA,41700,DEATHS,Census-CBSA,PEP_Vintage_2020,-15968.0,Peer
1983,County or Equivalent,Travis County,48453,NATURALCHG,Moodys-County,Moodys,6062.567270969228,Focus
2015,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RDOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,190.97483297899998,Peer
2023,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,NATURALCHG,Census-County-State-US,PEP_Vintage_2025,6532.0,Peer
2008,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,131170.99999998597,Benchmark
1993,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Moodys-CBSA,Moodys,75305.2492346127,Peer
1990,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,BIRTHS,Moodys-County,Moodys,5107.980409547674,Peer
2017,Metropolitan Statistical Area,Houston MSA,26420,DOMESTICMIG,Census-CBSA,PEP_Vintage_2020,-8944.0,Peer
1991,Metropolitan Statistical Area,Austin MSA,12420,DEATHS,Moodys-CBSA,Moodys,-4621.229460207964,Broad
2015,Metropolitan Statistical Area,Dallas MSA,19100,NATURALCHG,Census-CBSA,PEP_Vintage_2020,57726.0,Peer
2020,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Census-CBSA,PEP_Vintage_2025,73976.0,Peer
1992,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Moodys-CBSA,Moodys,1430.1744785900105,Peer
1985,Metropolitan Statistical Area,Dallas MSA,19100,DEATHS,Moodys-CBSA,Moodys,-24214.56614768256,Peer
2003,Place,Austin City,4805000,POPESTIMATE,Census-Place,PEP City and Town Intercensal Datasets: 2000-2010,690293.0,Peer
1996,Metropolitan Statistical Area,Houston MSA,26420,DOMESTICMIG,Moodys-CBSA,Moodys,124.75108583641241,Peer
2000,Metropolitan Statistical Area,Dallas MSA,19100,DEATHS,Moodys-CBSA,Moodys,-30996.399241569172,Peer
2021,Metropolitan Statistical Area,Austin MSA,12420,BIRTHS,Census-CBSA,PEP_Vintage_2025,26900.0,Broad
2013,Metropolitan Statistical Area,Dallas MSA,19100,RBIRTH,Census-CBSA,PEP_Vintage_2020,141.780060474,Peer
2004,County or Equivalent,Travis County,48453,RESIDUAL,Moodys-County,Moodys,-648.9999999999891,Focus
2023,Metropolitan Statistical Area,Austin MSA,12420,GQESTIMATES,Census-CBSA,PEP_Vintage_2025,52856.0,Broad
1989,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,BIRTHS,Moodys-County,Moodys,5179.080729814101,Peer
1981,State,Texas,48,NATURALCHG,Moodys-State,Moodys,163320.6019942687,Benchmark
2008,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Moodys-CBSA,Moodys,30286.36076321614,Peer
1983,Metropolitan Statistical Area,San Antonio MSA,41700,INTERNATIONALMIG,Moodys-CBSA,Moodys,109.86842454509542,Peer
1988,Metropolitan Statistical Area,San Antonio MSA,41700,POPESTIMATE,Moodys-CBSA,Moodys,1394450.415036497,Peer
1982,County or Equivalent,Travis County,48453,DEATHS,Moodys-County,Moodys,-2510.012817716928,Focus
2008,County or Equivalent,Travis County,48453,POPESTIMATE,Moodys-County,Moodys,980698.9999999997,Focus
2008,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Moodys-CBSA,Moodys,5702269.999999998,Peer
2011,Metropolitan Statistical Area,Dallas MSA,19100,RDOMESTICMIG,Census-CBSA,PEP_Vintage_2020,85.225098768,Peer
2025,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Census-CBSA,PEP_Vintage_2025,7904627.0,Peer
1981,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Moodys-County,Moodys,-2073.9276079966203,Peer
2012,Metropolitan Statistical Area,Austin MSA,12420,RDEATH,Census-CBSA,PEP_Vintage_2020,29.1439244793,Broad
2019,National,US,00,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,1491754.0,Benchmark
2000,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Moodys-CBSA,Moodys,1691.93154995018,Peer
2002,State,Texas,48,RESIDUAL,Moodys-State,Moodys,5463.999999999993,Benchmark
1998,County or Equivalent,Travis County,48453,NATURALCHG,Moodys-County,Moodys,8672.697163486664,Focus
2023,County or Equivalent,Travis County,48453,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,13.54795479,Focus
1996,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Moodys-County,Moodys,158.13229390897231,Peer
2012,Metropolitan Statistical Area,Houston MSA,26420,RESIDUAL,Census-CBSA,PEP_Vintage_2020,274.0,Peer
2001,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RESIDUAL,Moodys-County,Moodys,-29.0,Peer
2018,National,US,00,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,3.0560141737,Benchmark
2018,State,Texas,48,BIRTHS,Census-County-State-US,PEP_Vintage_2020,381430.0,Benchmark
2021,State,Texas,48,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,1.4786798434,Benchmark
1986,National,US,00,NATURALCHG,Moodys-US,Moodys,1674357.640871885,Benchmark
2006,Metropolitan Statistical Area,Houston MSA,26420,INTERNATIONALMIG,Moodys-CBSA,Moodys,35045.69245278935,Peer
1987,Metropolitan Statistical Area,Houston MSA,26420,DOMESTICMIG,Moodys-CBSA,Moodys,-13694.06588302861,Peer
1983,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,8671.899062378008,Focus
2020,National,US,00,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,79568.0,Benchmark
1995,County or Equivalent,Travis County,48453,DEATHS,Moodys-County,Moodys,-3559.628686974268,Focus
1983,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Moodys-CBSA,Moodys,14720.095139514604,Peer
2006,Metropolitan Statistical Area,San Antonio MSA,41700,NATURALCHG,Moodys-CBSA,Moodys,17871.829495434977,Peer
1998,County or Equivalent,Travis County,48453,BIRTHS,Moodys-County,Moodys,12437.718461072402,Focus
2017,County or Equivalent,Travis County,48453,NPOPCHG,Census-County-State-US,PEP_Vintage_2020,21090.0,Focus
2010,State,Texas,48,NATURALCHG,Census-County-State-US,PEP_Vintage_2020,207104.0,Benchmark
1993,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Moodys-County,Moodys,-2930.175400651644,Peer
2004,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Moodys-CBSA,Moodys,-1445.9999999999754,Broad
2000,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,43989.24382349209,Benchmark
2024,Metropolitan Statistical Area,Dallas MSA,19100,DOMESTICMIG,Census-CBSA,PEP_Vintage_2025,22482.0,Peer
1984,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Moodys-County,Moodys,12179.877007461955,Focus
2019,Metropolitan Statistical Area,Austin MSA,12420,GQESTIMATES,Census-CBSA,PEP_Vintage_2020,39679.0,Broad
1994,State,Texas,48,DOMESTICMIG,Moodys-State,Moodys,74484.54172090984,Benchmark
2005,State,Texas,48,INTERNATIONALMIG,Moodys-State,Moodys,99751.12409642535,Benchmark
1997,Metropolitan Statistical Area,Houston MSA,26420,NATURALCHG,Moodys-CBSA,Moodys,51139.22494681882,Peer
1989,Metropolitan Statistical Area,Dallas MSA,19100,RESIDUAL,Moodys-CBSA,Moodys,1398.434970568974,Peer
2022,National,US,00,RESIDUAL,Census-County-State-US,PEP_Vintage_2025,0.0,Benchmark
2023,State,Texas,48,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2025,188667.0,Benchmark
2014,County or Equivalent,Travis County,48453,GQESTIMATES,Census-County-State-US,PEP_Vintage_2020,22910.0,Focus
1990,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,DEATHS,Moodys-County,Moodys,-2569.8964853290404,Peer
2023,State,Texas,48,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,8.2742071391,Benchmark
2011,Metropolitan Statistical Area,Austin MSA,12420,RESIDUAL,Census-CBSA,PEP_Vintage_2020,261.0,Broad
2021,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,POPESTIMATE,Census-County-State-US,PEP_Vintage_2025,1177730.0,Peer
2000,Metropolitan Statistical Area,Austin MSA,12420,INTERNATIONALMIG,Moodys-CBSA,Moodys,7686.014439637018,Broad
2016,State,Texas,48,DOMESTICMIG,Census-County-State-US,PEP_Vintage_2020,120979.0,Benchmark
2007,State,Texas,48,POPESTIMATE,Moodys-State,Moodys,23831983.000000004,Benchmark
2014,Metropolitan Statistical Area,Dallas MSA,19100,BIRTHS,Census-CBSA,PEP_Vintage_2020,97814.0,Peer
2022,Region,WFSRCA Region,48021-48031-48053-48055-48149-48209-48287-48299-48491,RNATURALCHG,Census-County-State-US,PEP_Vintage_2025,-4.230267207999999,Peer
2023,County or Equivalent,Travis County,48453,INTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2025,18217.0,Focus
2018,Metropolitan Statistical Area,Dallas MSA,19100,INTERNATIONALMIG,Census-CBSA,PEP_Vintage_2020,22088.0,Peer
2012,Metropolitan Statistical Area,Houston MSA,26420,POPESTIMATE,Census-CBSA,PEP_Vintage_2020,6210075.0,Peer
2017,State,Texas,48,RNATURALCHG,Census-County-State-US,PEP_Vintage_2020,6.9469155533,Benchmark
2017,County or Equivalent,Travis County,48453,RINTERNATIONALMIG,Census-County-State-US,PEP_Vintage_2020,4.944001946,Focus
